,1
0,21.443324800000003
1,18.4862046
2,14.9544935
3,20.913927800000003
4,15.118546499999999
5,22.066302399999998
6,20.4470207
7,19.2171635
8,17.428151
9,19.186519699999998
10,19.9578579
11,24.104423699999998
12,19.0299486
13,20.977808800000002
14,16.1201485
15,19.1766012
16,20.7806931
17,16.6938721
18,16.271505100000002
19,14.657797699999998
20,23.8697502
21,18.792729100000003
22,17.1634496
23,20.2544819
24,22.564699700000002
25,18.2974039
26,19.8228093
27,16.396589300000002
28,21.2835757
29,21.826188000000002
30,19.402365300000003
31,18.751883199999998
32,17.762216199999997
33,23.5984297
34,19.0941129
35,23.4655277
36,21.357509399999998
37,17.303627300000002
38,22.3229597
39,12.892626400000001
40,20.9385747
41,19.1261926
42,20.5216278
43,16.6433952
44,17.9435038
45,24.9428724
46,22.023965399999998
47,17.144560199999997
48,15.5864513
49,17.682391
50,19.118488600000003
51,17.676592199999998
52,18.7257829
53,15.269047
54,18.319619
55,17.7016706
56,18.1193516
57,17.785428600000003
58,21.2655805
59,17.4867001
60,17.3085428
61,15.425349599999999
62,21.7141955
63,12.5650419
64,18.9675389
65,19.551586999999998
66,19.9497762
67,17.3525033
68,18.718820899999997
69,20.4211533
70,14.7769989
71,17.0749815
72,21.618315399999997
73,20.380722
74,20.9281427
75,19.000000399999998
76,21.318149899999998
77,19.4104281
78,11.8637343
79,19.8370172
80,20.0347396
81,18.7471766
82,17.1385473
83,20.8044371
84,14.7627297
85,13.9451024
86,19.121795199999998
87,22.456182199999997
88,12.369447599999999
89,22.0150246
90,18.6427885
91,19.7643743
92,20.894812899999998
93,18.6702486
94,16.5772595
95,15.3565529
96,19.773097600000003
97,18.097352800000003
98,13.832042199999998
99,17.665188
100,18.1045813
101,16.414637900000002
102,17.0347407
103,17.351048600000002
104,13.8440354
105,19.6808191
106,22.8484664
107,16.783274600000002
108,19.0138249
109,20.3540188
110,17.6018861
111,17.5018891
112,19.639529
113,18.3894439
114,20.3549121
115,19.555791600000003
116,18.9854983
117,19.317890300000002
118,16.639903
119,20.402632999999998
120,20.575391
121,20.4708946
122,21.5474454
123,21.0040048
124,18.5021348
125,22.379959699999997
126,19.168537899999997
127,15.7973579
128,20.679172
129,15.6843927
130,14.364630599999998
131,20.2338868
132,17.990181200000002
133,16.7190818
134,17.226099899999998
135,18.9711372
136,17.9676418
137,17.6452426
138,20.162052600000003
139,17.0195792
140,13.072358099999999
141,15.3196718
142,15.1282122
143,18.702003899999998
144,17.8297046
145,17.2527751
146,18.786538600000004
147,19.2565773
148,21.9988012
149,18.6224927
150,14.7402658
151,15.655781900000001
152,20.425424300000003
153,19.480877600000003
154,19.942916399999998
155,20.861298
156,14.079905199999999
157,15.2579117
158,19.170801
159,18.3410293
160,17.6670711
161,19.0359189
162,17.2919217
163,15.451808900000001
164,19.8046649
165,17.9674607
166,19.9394688
167,20.3714223
168,15.205825400000002
169,18.9734716
170,20.1839522
171,18.2879594
172,20.3497753
173,15.3080421
174,16.131565
175,14.8752164
176,23.1681372
177,19.2094628
178,17.35039
179,19.4212613
180,19.7499581
181,20.3605329
182,18.1222743
183,23.979479
184,15.502749300000001
185,19.8974884
186,19.7712361
187,15.5287956
188,12.407687300000001
189,19.2304234
190,14.020899900000002
191,18.1082198
192,17.6213936
193,18.059648499999998
194,19.138859699999998
195,17.9371233
196,23.3666831
197,19.6524099
198,21.6608706
199,20.1550845
200,18.6397604
201,19.412966
202,18.2842108
203,13.993929699999999
204,19.3214774
205,18.199822199999996
206,18.247826
207,22.793947699999997
208,18.8938082
209,18.283345800000003
210,14.6919538
211,21.7490975
212,18.2514327
213,16.5892251
214,18.9702677
215,14.355503099999998
216,14.7682527
217,17.959576600000002
218,15.1202726
219,17.8762551
220,15.888117800000002
221,20.065097
222,21.2490764
223,17.916589300000002
224,18.6040521
225,15.8166624
226,20.4018565
227,15.422647699999999
228,19.1518849
229,17.955854000000002
230,20.6499384
231,16.8782328
232,19.0670393
233,16.1028907
234,18.502125699999997
235,20.4496741
236,20.693450100000003
237,20.968462
238,19.0973873
239,10.7460837
240,20.0142034
241,19.4118463
242,19.718875699999998
243,18.1596935
244,22.1357504
245,16.0521387
246,20.646672600000002
247,19.958824300000003
248,17.1645591
249,16.8960423
250,15.709820800000001
251,18.622936199999998
252,21.000173800000002
253,17.736379100000004
254,16.798105300000003
255,23.2783766
256,13.844881299999999
257,18.575560100000004
258,21.9073352
259,20.448926699999998
260,22.668747399999997
261,16.914499300000003
262,18.469011899999998
263,18.1856398
264,16.1791807
265,12.6441406
266,19.512408399999998
267,15.459543799999999
268,17.433311800000002
269,22.5540513
270,19.2651607
271,15.478203699999998
272,19.3697413
273,18.981758499999998
274,22.518295600000002
275,13.945909099999998
276,20.4551295
277,19.895632
278,24.862303
279,15.318620600000001
280,19.0193768
281,20.9061083
282,18.7572369
283,19.999282100000002
284,18.9880642
285,18.2643543
286,16.2733798
287,19.5057999
288,21.899376500000002
289,18.729590899999998
290,13.576771300000003
291,20.2128264
292,20.0679242
293,19.115621899999997
294,19.0393669
295,20.9281848
296,18.2520939
297,14.920985199999999
298,19.2187402
299,22.9123779
300,23.167402399999997
301,16.3140859
302,18.3498517
303,18.696499300000003
304,20.1752152
305,20.3126887
306,25.285566199999998
307,18.402114
308,15.2340503
309,20.174652399999996
310,20.3285204
311,20.486540100000003
312,21.120846
313,18.8939475
314,19.8130675
315,20.314262600000003
316,17.365512600000002
317,19.8739521
318,15.3873723
319,14.2280052
320,14.4637136
321,18.0198163
322,16.256708
323,16.984796300000003
324,16.869224
325,18.0400305
326,19.1670584
327,15.7878448
328,16.6316907
329,17.1741518
330,18.7675706
331,17.638576899999997
332,17.8653326
333,22.6212737
334,17.981806
335,17.2651629
336,18.1148171
337,18.7343835
338,16.5827229
339,15.230112699999998
340,16.198381599999998
341,13.757124300000001
342,17.3345978
343,17.750606100000002
344,20.0919921
345,17.634808
346,16.0367598
347,21.661391100000003
348,19.0095221
349,14.375756299999999
350,15.371689100000001
351,22.437084
352,18.2943186
353,17.801519
354,20.269505300000002
355,12.722798800000001
356,12.2629948
357,17.1995671
358,15.6439345
359,13.7245172
360,18.8867751
361,17.578679100000002
362,20.712226899999997
363,12.496862400000001
364,15.7081464
365,17.8714647
366,12.6300046
